id,host_response_time,host_response_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,host_verifications_email,host_verifications_phone,host_verifications_reviews,host_verifications_facebook,host_verifications_government_id,calculated_host_listings_count,host_seniority
5917,within_an_hour,100.0,1,1,1,1,1,1,0,1,4,2837
5918,within_an_hour,100.0,0,1,0,1,1,1,0,0,11,1339
5919,within_a_day,100.0,0,1,0,0,1,1,0,1,1,1453
5920,within_an_hour,100.0,0,1,0,1,1,1,0,0,11,1339
5921,within_an_hour,100.0,1,1,0,1,1,1,1,1,6,2551
5922,,,0,1,0,1,1,1,1,0,1,1016
5923,within_a_day,60.0,0,1,0,1,1,1,0,1,2,1759
5924,within_an_hour,100.0,1,1,0,1,1,1,1,1,1,1335
5925,,,0,1,1,1,1,1,1,1,1,999
5926,within_a_few_hours,90.0,1,1,1,1,1,1,1,1,2,1920
5927,,,1,1,0,1,1,1,0,0,2,1391
5928,within_an_hour,100.0,0,1,1,1,1,1,0,1,1,1539
5929,within_an_hour,100.0,0,1,0,1,1,1,0,1,3,1221
5930,within_an_hour,100.0,1,1,1,1,1,1,1,1,2,1598
5931,within_an_hour,100.0,0,1,1,1,1,1,0,1,66,1772
5932,,,0,1,0,1,1,1,0,1,1,1102
5933,within_an_hour,100.0,0,1,0,1,1,1,0,1,9,2674
5934,within_an_hour,100.0,0,1,0,1,1,1,0,1,2,1633
5935,within_an_hour,100.0,0,1,0,1,1,1,0,1,1,1656
5936,within_an_hour,100.0,0,1,0,1,1,1,0,1,7,1706
5937,within_a_few_hours,100.0,1,1,1,1,1,1,0,1,1,998
5938,within_an_hour,100.0,0,1,1,1,1,1,0,1,9,1036
5939,within_an_hour,100.0,0,1,0,1,1,1,0,1,3,1255
5940,within_an_hour,100.0,1,1,0,1,1,1,0,1,1,2243
5941,within_an_hour,100.0,0,1,0,1,1,1,0,1,71,1123
5942,within_an_hour,100.0,0,1,0,1,1,1,0,1,1,1358
5943,within_an_hour,100.0,0,1,0,1,1,1,0,1,1,997
5944,within_a_day,90.0,1,1,0,1,1,1,0,0,18,1201
5945,within_an_hour,100.0,0,1,0,1,1,0,0,0,2,997
5946,within_a_few_hours,100.0,0,1,1,1,1,1,0,1,2,2096
5947,within_a_few_hours,100.0,0,1,1,1,1,1,0,1,2,2096
5948,within_a_few_hours,100.0,1,1,1,1,1,1,1,1,1,2739
5949,within_an_hour,100.0,0,1,1,1,1,1,0,1,1,996
5950,within_an_hour,87.0,0,1,0,1,1,1,0,0,15,1405
5951,within_an_hour,100.0,0,1,1,1,1,1,0,1,66,1772
5952,a_few_days_or_more,0.0,0,1,1,1,1,1,1,1,2,1951
5953,within_an_hour,100.0,1,1,1,1,1,1,1,1,3,1663
5954,within_an_hour,100.0,1,1,1,1,1,1,1,1,1,1651
5955,within_an_hour,100.0,1,1,0,0,1,1,1,1,2,1189
5956,within_an_hour,100.0,0,1,0,1,1,1,0,1,2,1940
5957,within_an_hour,87.0,0,1,0,1,1,1,0,0,15,1405
5958,within_a_few_hours,100.0,1,1,1,1,1,1,0,1,1,1894
5959,,,0,1,0,1,1,0,1,0,1,1372
5960,,,0,1,0,1,1,1,0,0,1,1016
5961,within_a_day,100.0,0,1,1,1,1,1,1,1,1,2076
5962,,,0,1,0,0,1,0,0,0,1,995
5963,,,0,1,0,1,1,1,0,1,1,1963
5964,within_an_hour,100.0,0,1,0,1,1,1,0,1,2,1004
5965,within_an_hour,100.0,0,1,0,1,1,1,0,1,21,2608
5966,within_an_hour,100.0,1,1,1,1,1,1,0,1,1,2035
5967,within_an_hour,100.0,0,1,1,1,1,1,0,1,3,1278
5968,,,0,1,1,1,1,1,0,0,2,2328
5969,,,0,1,0,1,1,1,1,0,2,1401
5970,within_an_hour,100.0,0,1,0,1,1,1,0,0,8,1093
5971,,,0,1,1,1,1,1,0,1,1,1348
5972,within_an_hour,100.0,1,1,0,1,1,1,0,0,1,997
5973,,,0,1,1,1,1,1,0,1,3,993
5974,,,0,1,1,1,1,1,0,1,3,993
5975,,,0,1,1,1,1,1,0,1,3,993
5976,within_an_hour,100.0,0,1,1,1,1,1,0,1,19,2336
5977,within_an_hour,85.0,0,1,0,1,1,1,0,1,1,1479
5978,within_a_day,80.0,0,1,1,1,1,1,0,1,1,2790
5979,within_an_hour,100.0,1,1,0,1,1,1,0,1,1,992
5980,,,0,1,0,0,1,1,0,0,1,992
5981,within_an_hour,100.0,1,1,1,1,1,1,0,1,3,1299
5982,within_an_hour,100.0,0,1,1,1,1,1,1,1,1,1566
5983,within_an_hour,100.0,0,1,1,1,1,1,0,1,4,2090
5984,,,0,1,1,1,1,1,0,1,1,1776
5985,within_an_hour,100.0,0,1,0,1,1,1,1,1,1,1382
5986,within_a_day,90.0,1,1,0,1,1,1,0,0,18,1201
5987,within_an_hour,100.0,0,1,1,1,1,1,0,1,3,2086
5988,within_an_hour,100.0,0,1,0,1,1,0,0,1,14,1204
5989,,,0,1,1,1,1,1,0,1,3,2755
5990,a_few_days_or_more,38.0,0,1,0,1,1,1,1,0,1,2001
5991,within_an_hour,100.0,0,1,0,1,1,0,0,1,1,990
5992,within_an_hour,100.0,0,1,1,1,1,1,0,1,1,2086
5993,within_an_hour,85.0,0,1,0,1,1,1,0,1,44,1235
5994,within_an_hour,100.0,0,1,0,1,1,1,0,1,6,990
5995,,,0,1,0,1,1,0,1,0,1,1147
5996,within_an_hour,90.0,0,1,1,1,1,1,1,1,1,1358
5997,within_a_day,67.0,0,1,0,1,1,1,0,1,1,989
5998,within_an_hour,90.0,0,1,1,1,1,1,0,1,1,1894
5999,within_an_hour,94.0,1,1,0,1,1,1,0,1,2,989
6000,within_an_hour,94.0,1,1,0,1,1,1,0,1,2,989
6001,,,0,1,1,1,1,1,1,1,1,1779
6002,within_an_hour,100.0,0,1,0,1,1,1,0,1,71,1123
6003,within_an_hour,100.0,1,1,1,1,1,1,0,1,2,1013
6004,within_an_hour,100.0,0,1,1,1,1,1,0,1,1,1511
6005,within_an_hour,100.0,0,1,0,1,1,1,0,0,1,989
6006,within_an_hour,100.0,1,1,0,1,1,0,0,1,1,1053
6007,within_an_hour,100.0,0,1,1,1,1,1,1,1,6,2525
6008,,,0,1,1,1,1,1,0,0,2,2328
6009,within_a_few_hours,100.0,0,1,1,1,1,1,0,1,1,2363
6010,within_an_hour,100.0,0,1,0,1,1,1,0,1,20,2758
6011,within_an_hour,100.0,0,1,0,1,1,1,0,1,2,1795
6012,,,0,1,0,1,1,1,1,1,1,1158
6013,,,0,1,0,1,1,0,0,0,1,988
6014,within_an_hour,100.0,0,1,1,1,1,1,0,1,2,2094
6015,,,0,1,0,0,1,0,0,0,1,988
6016,within_an_hour,100.0,0,1,0,1,1,1,0,1,28,1578
6017,within_an_hour,100.0,0,1,0,1,1,1,0,1,28,1578
6018,,,1,1,0,1,1,1,0,1,1,1467
6019,within_a_few_hours,100.0,0,1,1,1,1,1,0,1,2,1785
6020,within_an_hour,100.0,0,1,0,1,1,1,0,1,1,987
6021,within_an_hour,100.0,0,1,1,1,1,1,0,1,7,1128
6022,within_an_hour,100.0,0,1,1,1,1,1,1,0,5,2437
6023,within_an_hour,100.0,0,1,0,1,1,0,0,1,14,1204
6024,within_an_hour,100.0,0,1,0,1,1,0,0,1,14,1204
6025,within_an_hour,100.0,1,1,1,1,1,1,0,1,1,1764
6026,,,0,1,0,0,1,1,0,0,2,1469
6027,,,0,1,0,0,1,1,0,0,2,1469
6028,within_an_hour,100.0,0,1,0,1,1,1,0,1,11,987
6029,within_an_hour,100.0,1,1,0,1,1,1,1,1,1,1647
6030,within_an_hour,100.0,0,1,0,0,1,1,0,1,1,987
6031,within_a_few_hours,90.0,1,1,1,1,1,1,0,0,1,986
6032,within_an_hour,100.0,0,1,0,1,1,1,0,0,1,986
6033,within_an_hour,100.0,0,1,1,1,1,1,0,1,1,986
6034,within_an_hour,100.0,1,1,1,1,1,1,0,1,1,987
6035,within_an_hour,100.0,1,1,0,1,1,1,0,1,3,1299
6036,,,0,1,1,1,1,1,1,1,1,986
6037,within_an_hour,90.0,0,1,0,1,1,1,0,1,8,986
6038,within_an_hour,100.0,0,1,0,1,1,1,0,1,1,1096
6039,within_a_few_hours,100.0,0,1,1,1,1,1,0,1,2,1422
6040,,,0,1,1,1,1,1,1,1,1,1123
6041,within_an_hour,100.0,0,1,1,1,1,1,0,1,1,1645
6042,,,0,1,0,1,1,0,0,0,1,1315
6043,,,0,1,0,0,1,1,0,0,1,985
6044,within_an_hour,100.0,1,1,0,1,1,1,1,0,1,1042
6045,within_an_hour,100.0,0,1,1,1,1,1,0,1,4,2090
6046,within_an_hour,100.0,0,1,0,1,1,1,0,0,3,1386
6047,,,0,1,1,1,1,1,0,1,1,2357
6048,,,0,1,0,1,1,0,0,0,1,983
6049,within_an_hour,100.0,1,1,1,1,1,1,1,1,1,3060
6050,,,0,1,1,1,1,1,0,1,1,983
6051,within_a_few_hours,100.0,1,1,0,1,1,1,0,1,1,1038
6052,,,0,0,0,0,1,1,0,0,2,983
6054,,,0,1,1,1,1,1,0,1,1,1892
6055,within_a_few_hours,89.0,0,1,1,1,1,1,0,1,24,2103
6056,within_an_hour,100.0,1,1,1,1,1,1,0,1,1,2072
6057,within_an_hour,100.0,1,1,1,1,1,1,1,1,2,1447
6058,within_an_hour,100.0,0,1,1,1,1,1,1,1,3,1593
6059,,,0,1,0,1,1,1,0,0,1,1955
6060,within_a_day,100.0,1,1,1,1,1,1,1,1,1,2774
6061,,,0,1,0,1,1,1,0,0,1,1984
6062,within_a_day,79.0,0,1,0,1,1,1,0,0,77,1719
6063,within_an_hour,94.0,0,1,1,1,1,1,0,1,4,2286
6064,within_an_hour,90.0,1,1,1,1,1,1,1,1,1,2099
6065,within_a_few_hours,67.0,0,1,1,1,1,1,1,1,1,2854
6066,within_an_hour,100.0,0,1,1,1,1,1,0,1,66,1772
6067,within_a_day,100.0,0,1,0,1,1,0,0,0,1,981
6068,within_an_hour,100.0,1,1,0,1,1,1,0,1,1,1086
6069,within_an_hour,100.0,0,1,0,1,1,1,0,1,6,1032
6070,within_an_hour,100.0,0,1,1,1,1,1,0,1,2,1324
6071,within_an_hour,90.0,0,1,0,1,1,1,1,1,1,995
6072,within_an_hour,100.0,0,1,0,1,1,1,0,1,2,1739
6073,within_an_hour,100.0,0,1,1,1,1,1,0,1,11,1143
6074,within_a_day,79.0,0,1,0,1,1,1,0,0,77,1719
6075,within_an_hour,91.0,0,1,1,1,1,1,0,1,24,1632
6076,,,0,1,0,1,1,0,0,0,1,980
6077,within_an_hour,91.0,0,1,1,1,1,1,0,1,24,1632
6078,within_an_hour,100.0,0,1,1,1,1,1,1,1,10,2791
6079,within_a_few_hours,100.0,0,1,1,1,1,1,0,1,2,1565
6080,,,0,1,0,1,1,0,0,0,1,980
6081,within_an_hour,88.0,0,1,1,1,1,1,1,1,20,2189
6082,within_an_hour,100.0,0,1,0,1,1,1,0,1,2,1004
6083,within_an_hour,100.0,0,1,0,1,1,1,0,1,1,978
6084,a_few_days_or_more,33.0,0,1,0,1,1,1,1,0,1,1953
6085,,,0,1,0,1,1,1,0,0,1,1805
6086,within_an_hour,100.0,1,1,1,1,1,1,0,1,1,1261
6087,within_a_few_hours,100.0,0,1,0,1,1,1,0,1,1,1977
6088,,,0,1,0,1,1,1,0,0,1,2988
6089,,,0,1,0,1,1,1,1,1,1,1502
6090,,,0,1,0,1,1,1,1,1,1,2692
6091,,,0,1,1,1,1,1,0,1,1,2234
6092,within_an_hour,94.0,0,1,1,1,1,1,0,1,55,2978
6093,within_an_hour,100.0,1,1,1,1,1,1,0,1,1,2080
6094,within_an_hour,94.0,0,1,1,1,1,1,0,1,55,2978
6095,within_an_hour,100.0,0,1,0,1,1,1,0,1,2,1095
6096,,,0,1,0,1,1,0,0,1,1,980
6097,within_a_day,79.0,0,1,0,1,1,1,0,0,77,1719
6098,,,0,1,1,1,1,0,0,1,1,1914
6099,within_a_few_hours,80.0,0,1,0,0,1,0,1,0,1,2867
6100,,,0,1,0,0,1,1,0,0,1,980
6101,,,0,1,1,1,1,1,0,1,1,1118
6102,within_an_hour,89.0,0,1,0,1,1,1,0,1,1,977
6103,within_an_hour,100.0,0,1,0,0,1,1,1,1,1,977
6104,within_a_few_hours,100.0,1,1,1,1,1,1,0,1,1,1769
6105,within_an_hour,91.0,0,1,1,1,1,1,0,1,24,1632
6106,within_an_hour,91.0,0,1,1,1,1,1,0,1,24,1632
6107,within_an_hour,100.0,0,1,0,0,1,1,0,1,1,1033
6108,within_a_day,100.0,0,1,1,1,1,1,0,1,1,1108
6109,,,0,1,0,1,1,1,0,0,7,1030
6110,,,0,1,0,1,1,1,0,0,1,976
6111,,,0,1,0,1,1,1,0,0,1,1436
6112,,,0,1,1,1,1,1,0,1,1,1141
6113,,,0,1,0,1,1,1,0,0,1,1221
6114,,,0,1,1,1,1,1,0,1,7,1674
6115,within_an_hour,90.0,0,1,0,1,1,1,0,0,3,976
6116,,,0,1,0,1,1,0,0,1,1,976
6117,within_an_hour,100.0,0,1,0,1,1,1,0,1,2,976
6118,within_an_hour,100.0,0,1,1,1,1,1,0,1,6,2883
6119,within_an_hour,100.0,0,1,1,1,1,1,0,1,24,3084
6120,within_an_hour,100.0,1,1,0,1,1,1,1,1,1,1074
6121,within_an_hour,100.0,0,1,1,1,1,1,0,1,2,2107
6122,within_a_few_hours,90.0,0,1,1,1,1,1,1,1,1,1058
6123,,,0,1,1,1,1,1,0,1,1,1988
6124,,,0,1,1,1,1,1,1,1,1,2854
6125,within_an_hour,100.0,1,1,1,1,1,1,0,1,1,1263
6126,within_an_hour,100.0,0,1,0,1,1,1,0,1,6,975
6127,within_an_hour,100.0,0,1,0,1,1,1,0,1,1,975
6128,,,0,1,1,1,1,1,0,1,7,1674
6129,,,0,1,1,1,1,1,0,1,7,1674
6130,,,0,1,1,1,1,1,0,1,7,1674
6131,,,0,1,1,1,1,1,1,1,1,1255
6132,within_an_hour,100.0,0,1,0,1,1,1,0,1,3,1255
6133,within_an_hour,100.0,0,1,0,1,1,1,0,1,3,1255
6134,within_a_day,100.0,1,1,1,1,1,1,0,1,1,1863
6135,,,0,1,0,1,1,1,0,1,1,1634
6136,,,0,1,0,1,1,1,0,0,1,983
6137,within_a_few_hours,100.0,0,1,0,1,1,1,0,1,1,1494
6138,,,0,1,0,1,1,1,0,0,1,1200
6139,,,0,1,1,1,1,1,0,1,7,1674
6140,within_an_hour,90.0,0,1,0,1,1,1,0,0,3,976
6141,within_an_hour,100.0,0,1,0,1,1,1,0,0,62,1616
6142,within_an_hour,91.0,0,1,0,1,1,1,0,1,5,1434
6143,within_an_hour,100.0,0,1,0,1,1,1,0,1,6,975
6144,within_an_hour,100.0,1,1,0,1,1,1,0,1,1,1494
6145,within_an_hour,94.0,0,1,1,1,1,1,0,1,55,2978
6146,within_an_hour,100.0,0,1,0,1,1,1,0,1,6,990
6147,within_an_hour,100.0,0,1,0,1,1,1,0,1,6,990
6148,within_an_hour,100.0,0,1,0,1,1,1,0,1,6,990
6149,within_an_hour,100.0,0,1,1,1,1,1,1,1,1,973
6150,within_an_hour,100.0,0,1,1,1,1,1,0,1,11,1143
6151,within_an_hour,100.0,1,1,1,1,1,1,1,1,5,1398
6152,within_a_day,100.0,1,1,0,1,1,1,0,1,4,1966
6153,within_a_day,100.0,1,1,0,1,1,1,0,1,4,1966
6154,,,0,1,0,1,1,1,0,0,1,972
6155,within_an_hour,100.0,1,1,1,1,1,1,0,1,1,1827
6156,within_an_hour,100.0,0,1,1,1,1,1,0,1,9,1501
6157,within_an_hour,100.0,1,1,0,1,1,1,0,1,1,972
6158,within_an_hour,100.0,0,1,1,1,1,1,0,1,1,1160
6159,,,0,1,1,1,1,1,1,1,1,2434
6160,within_an_hour,100.0,0,1,1,1,1,1,1,1,10,2341
6161,,,0,1,1,1,1,1,0,1,1,2037
6162,,,0,1,0,1,1,1,1,1,1,1471
6163,,,0,1,0,1,1,1,0,0,1,970
6164,,,0,1,1,1,1,1,0,1,1,970
6165,within_an_hour,83.0,0,1,1,1,1,1,0,1,1,1263
6166,within_an_hour,100.0,1,1,1,1,1,1,1,1,1,1259
6167,within_a_few_hours,100.0,0,1,0,1,1,1,0,1,3,1249
6168,within_a_few_hours,100.0,0,1,1,1,1,1,0,1,3,2507
6169,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6170,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6171,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6172,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6173,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6174,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6175,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6176,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6177,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6178,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6179,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6180,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6181,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6182,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6183,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6184,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6185,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6186,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6187,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6188,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6189,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6190,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6191,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6192,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6193,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6194,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6195,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6196,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6197,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6198,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6199,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6200,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6201,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6202,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6203,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6204,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6205,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6206,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6207,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6208,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6209,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6210,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6211,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6212,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6213,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6214,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6215,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6216,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6217,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6218,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6219,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6220,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6221,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6222,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6223,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6224,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6225,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6226,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6227,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6228,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6229,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6230,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6231,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6232,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6233,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6234,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6235,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6236,within_a_few_hours,100.0,0,1,1,1,1,1,0,1,3,2507
6237,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6238,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6239,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6240,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6241,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6242,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6243,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6244,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6245,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6246,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6247,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6248,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6249,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6250,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6251,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6252,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6253,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6254,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6255,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6256,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6257,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6258,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6259,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6260,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6261,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6262,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6263,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6264,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6265,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6266,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6267,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6268,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6269,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6270,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6271,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6272,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6274,within_a_few_hours,70.0,0,1,0,1,1,1,0,0,1,2415
6275,within_an_hour,100.0,0,1,0,1,1,1,0,1,1,1118
6276,,,0,1,0,1,1,1,0,1,2,1556
6277,within_an_hour,85.0,0,1,0,1,1,1,0,1,44,1235
6278,within_an_hour,100.0,1,1,0,1,1,1,0,1,1,1196
6279,within_an_hour,100.0,0,1,0,1,1,1,0,1,1,1626
6280,within_a_day,100.0,0,1,1,1,1,1,1,1,1,2681
6281,,,0,1,0,1,1,1,0,0,1,1234
6282,within_a_few_hours,89.0,0,1,1,1,1,1,0,1,24,2103
6283,within_an_hour,100.0,0,1,0,1,1,1,0,1,6,975
6284,within_an_hour,90.0,0,1,0,1,1,1,1,1,2,2375
6285,within_an_hour,100.0,0,1,1,1,1,1,0,1,66,1772
6286,within_a_day,90.0,1,1,0,1,1,1,0,0,18,1201
6287,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6288,within_an_hour,90.0,0,1,0,1,1,1,0,1,1,1285
6289,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6290,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6291,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6292,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6293,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6294,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6295,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6296,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6297,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6298,within_an_hour,94.0,0,1,0,1,1,0,0,1,252,1158
6300,within_a_few_hours,100.0,0,1,0,1,1,1,0,0,2,2482
6301,within_an_hour,100.0,0,1,1,1,1,1,0,1,1,1156
6302,within_an_hour,100.0,0,1,0,1,1,1,0,1,3,2719
6303,,,0,1,0,1,1,0,0,0,1,1030
6304,within_a_few_hours,100.0,0,1,0,1,1,1,0,1,1,1732
6305,within_an_hour,100.0,0,1,1,1,1,1,0,1,4,2175
6306,within_an_hour,100.0,0,1,0,1,1,1,0,1,2,1647
6307,within_an_hour,100.0,0,1,0,1,1,1,0,1,61,2487
6308,within_an_hour,100.0,1,1,1,1,1,1,1,1,3,2597
6309,within_an_hour,100.0,0,1,0,1,1,1,0,1,3,1066
6310,,,0,1,1,1,1,0,0,1,1,974
6311,,,0,1,1,1,1,1,1,1,1,1576
6312,,,0,1,1,1,1,1,0,1,1,2157
6313,within_a_day,100.0,1,1,0,1,1,1,0,1,1,967
6314,within_an_hour,100.0,0,1,1,1,1,1,0,1,3,966
6315,within_an_hour,94.0,0,1,1,1,1,1,0,1,55,2978
6316,within_an_hour,100.0,1,1,1,1,1,1,1,1,1,2044
6317,within_an_hour,100.0,0,1,1,1,1,1,0,1,1,1481
6319,within_an_hour,100.0,1,1,1,1,1,1,1,1,3,2541
6320,within_an_hour,100.0,0,1,1,1,1,1,0,1,66,1772
6321,,,0,1,0,1,1,1,0,0,7,2221
6322,,,0,1,0,1,1,1,0,0,7,2221
6323,within_a_few_hours,100.0,1,1,0,1,1,0,1,1,1,1454
6324,within_a_few_hours,100.0,0,1,1,1,1,1,0,1,11,1061
6325,,,0,1,0,1,1,1,0,0,7,2221
6326,,,0,1,0,1,1,1,0,0,7,2221
6327,,,0,1,0,1,1,1,0,0,7,2221
6328,,,0,1,0,1,1,1,0,0,7,2221
6329,within_a_few_hours,100.0,0,1,1,1,1,1,0,1,11,1061
6330,,,0,1,0,1,1,1,0,0,7,2221
6331,within_an_hour,100.0,1,1,1,1,1,1,0,1,1,2132
6332,within_an_hour,100.0,0,1,0,1,1,1,0,1,1,964
6333,within_an_hour,100.0,0,1,0,1,1,1,1,0,1,964
6334,within_an_hour,90.0,1,1,0,1,1,1,0,1,1,964
6335,within_a_day,50.0,0,1,0,0,1,1,0,0,1,964
6336,within_an_hour,100.0,0,1,0,1,1,1,0,1,1,2007
6337,,,0,1,0,1,1,1,0,0,1,964
6338,within_an_hour,90.0,1,1,1,1,1,1,0,1,1,1614
6339,,,0,1,1,1,1,1,0,1,1,1509
6340,,,0,1,0,1,1,1,0,0,1,964
